# cid2code.txt (Beta Version 2018-05-15)
#
# The data in this table contains four tab-delimited columns of
# information. The contents of this file supplement "The Adobe-KR-9
# Character Collection":
#
# https://github.com/adobe-type-tools/Adobe-KR/
#
# This table contains lists CIDs 0 through 22875 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o There are cases of multiple code points mapping to the same CID
#   within a single CMap resource. These cases are comma-delimited
#   within the same column.
#
# The following is a synopsis of columns 2 through 4, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "UniAKR-UTF8-H" CMap resource
#   (Unicode Version 10.0 UTF-8 encoding).
#
# o Column 3: Character codes for the "UniAKR-UTF16-H" CMap resource
#   (Unicode Version 10.0 UTF-16 encoding).
#
# o Column 4: Character codes for the "UniAKR-UTF32-H" CMap resource
#   (Unicode Version 10.0 UTF-32 encoding).
#
CID	UniAKR-UTF8	UniAKR-UTF16	UniAKR-UTF32
689	eb89b5	b275	0000b275
690	eb89bb	b27b	0000b27b
691	eb89bc	b27c	0000b27c
692	eb8a84	b284	0000b284
693	eb8a85	b285	0000b285
694	eb8a89	b289	0000b289
695	eb8a90	b290	0000b290
696	eb8a91	b291	0000b291
697	eb8a94	b294	0000b294
698	eb8a97	b297	0000b297
699	eb8a98	b298	0000b298
700	eb8a99	b299	0000b299
701	eb8a9a	b29a	0000b29a
702	eb8aa0	b2a0	0000b2a0
703	eb8aa1	b2a1	0000b2a1
704	eb8aa3	b2a3	0000b2a3
705	eb8aa5	b2a5	0000b2a5
706	eb8aa6	b2a6	0000b2a6
707	eb8aa7	b2a7	0000b2a7
708	eb8aaa	b2aa	0000b2aa
709	eb8aab	b2ab	0000b2ab
710	eb8aac	b2ac	0000b2ac
711	eb8ab0	b2b0	0000b2b0
712	eb8ab4	b2b4	0000b2b4
713	eb8abc	b2bc	0000b2bc
714	eb8abf	b2bf	0000b2bf
715	eb8b81	b2c1	0000b2c1
716	eb8b88	b2c8	0000b2c8
717	eb8b89	b2c9	0000b2c9
718	eb8b8c	b2cc	0000b2cc
719	eb8b8f	b2cf	0000b2cf
720	eb8b90	b2d0	0000b2d0
721	eb8b92	b2d2	0000b2d2
722	eb8b98	b2d8	0000b2d8
723	eb8b99	b2d9	0000b2d9
724	eb8b9b	b2db	0000b2db
725	eb8b9d	b2dd	0000b2dd
726	eb8b9e	b2de	0000b2de
727	eb8ba0	b2e0	0000b2e0
728	eb8ba2	b2e2	0000b2e2
729	eb8ba4	b2e4	0000b2e4
730	eb8ba5	b2e5	0000b2e5
731	eb8ba6	b2e6	0000b2e6
732	eb8ba8	b2e8	0000b2e8
733	eb8bab	b2eb	0000b2eb
734	eb8bac	b2ec	0000b2ec
735	eb8bad	b2ed	0000b2ed
736	eb8bae	b2ee	0000b2ee
737	eb8baf	b2ef	0000b2ef
738	eb8bb3	b2f3	0000b2f3
739	eb8bb4	b2f4	0000b2f4
740	eb8bb5	b2f5	0000b2f5
741	eb8bb7	b2f7	0000b2f7
742	eb8bb8	b2f8	0000b2f8
743	eb8bb9	b2f9	0000b2f9
744	eb8bba	b2fa	0000b2fa
745	eb8bbb	b2fb	0000b2fb
746	eb8bbd	b2fd	0000b2fd
747	eb8bbf	b2ff	0000b2ff
748	eb8c80	b300	0000b300
749	eb8c81	b301	0000b301
750	eb8c84	b304	0000b304
751	eb8c88	b308	0000b308
752	eb8c90	b310	0000b310
753	eb8c91	b311	0000b311
754	eb8c93	b313	0000b313
755	eb8c94	b314	0000b314
756	eb8c95	b315	0000b315
757	eb8c96	b316	0000b316
758	eb8c9c	b31c	0000b31c
759	eb8ca0	b320	0000b320
760	eb8cb1	b331	0000b331
761	eb8d94	b354	0000b354
762	eb8d95	b355	0000b355
763	eb8d96	b356	0000b356
764	eb8d98	b358	0000b358
765	eb8d9b	b35b	0000b35b
766	eb8d9c	b35c	0000b35c
767	eb8d9e	b35e	0000b35e
768	eb8d9f	b35f	0000b35f
769	eb8da4	b364	0000b364
770	eb8da5	b365	0000b365
771	eb8da7	b367	0000b367
772	eb8da9	b369	0000b369
773	eb8dab	b36b	0000b36b
774	eb8dae	b36e	0000b36e
775	eb8daf	b36f	0000b36f
776	eb8db0	b370	0000b370
777	eb8db1	b371	0000b371
778	eb8db4	b374	0000b374
779	eb8db8	b378	0000b378
780	eb8e80	b380	0000b380
781	eb8e81	b381	0000b381
782	eb8e83	b383	0000b383
783	eb8e84	b384	0000b384
784	eb8e85	b385	0000b385
785	eb8e8c	b38c	0000b38c
786	eb8e90	b390	0000b390
787	eb8e94	b394	0000b394
788	eb8ea0	b3a0	0000b3a0
789	eb8ea1	b3a1	0000b3a1
790	eb8ea8	b3a8	0000b3a8
791	eb8eac	b3ac	0000b3ac
792	eb8f84	b3c4	0000b3c4
793	eb8f85	b3c5	0000b3c5
794	eb8f88	b3c8	0000b3c8
795	eb8f8b	b3cb	0000b3cb
796	eb8f8c	b3cc	0000b3cc
797	eb8f8e	b3ce	0000b3ce
798	eb8f90	b3d0	0000b3d0
799	eb8f94	b3d4	0000b3d4
800	eb8f95	b3d5	0000b3d5
801	eb8f97	b3d7	0000b3d7
802	eb8f99	b3d9	0000b3d9
803	eb8f9b	b3db	0000b3db
804	eb8f9d	b3dd	0000b3dd
805	eb8fa0	b3e0	0000b3e0
806	eb8fa4	b3e4	0000b3e4
807	eb8fa8	b3e8	0000b3e8
808	eb8fbc	b3fc	0000b3fc
809	eb908f	b40f	0000b40f
810	eb9090	b410	0000b410
811	eb9098	b418	0000b418
812	eb909c	b41c	0000b41c
813	eb90a0	b420	0000b420
814	eb90a8	b428	0000b428
815	eb90a9	b429	0000b429
816	eb90ab	b42b	0000b42b
817	eb90ac	b42c	0000b42c
818	eb90ad	b42d	0000b42d
819	eb90b4	b434	0000b434
820	eb9190	b450	0000b450
821	eb9191	b451	0000b451
822	eb9194	b454	0000b454
823	eb9197	b457	0000b457
824	eb9198	b458	0000b458
825	eb919a	b45a	0000b45a
826	eb91a0	b460	0000b460
827	eb91a1	b461	0000b461
828	eb91a3	b463	0000b463
829	eb91a5	b465	0000b465
830	eb91ac	b46c	0000b46c
831	eb9280	b480	0000b480
832	eb9288	b488	0000b488
833	eb9299	b499	0000b499
834	eb929d	b49d	0000b49d
835	eb92a4	b4a4	0000b4a4
836	eb92a8	b4a8	0000b4a8
837	eb92ac	b4ac	0000b4ac
838	eb92b5	b4b5	0000b4b5
839	eb92b7	b4b7	0000b4b7
840	eb92b8	b4b8	0000b4b8
841	eb92b9	b4b9	0000b4b9
842	eb9380	b4c0	0000b4c0
843	eb9384	b4c4	0000b4c4
844	eb9388	b4c8	0000b4c8
845	eb9390	b4d0	0000b4d0
846	eb9395	b4d5	0000b4d5
847	eb939c	b4dc	0000b4dc
848	eb939d	b4dd	0000b4dd
849	eb93a0	b4e0	0000b4e0
850	eb93a3	b4e3	0000b4e3
851	eb93a4	b4e4	0000b4e4
852	eb93a5	b4e5	0000b4e5
853	eb93a6	b4e6	0000b4e6
854	eb93a7	b4e7	0000b4e7
855	eb93ac	b4ec	0000b4ec
856	eb93ad	b4ed	0000b4ed
857	eb93af	b4ef	0000b4ef
858	eb93b1	b4f1	0000b4f1
859	eb93b8	b4f8	0000b4f8
860	eb93bc	b4fc	0000b4fc
861	eb9480	b500	0000b500
862	eb9494	b514	0000b514
863	eb9495	b515	0000b515
864	eb9498	b518	0000b518
865	eb949b	b51b	0000b51b
866	eb949c	b51c	0000b51c
867	eb94a4	b524	0000b524
868	eb94a5	b525	0000b525
869	eb94a7	b527	0000b527
870	eb94a8	b528	0000b528
871	eb94a9	b529	0000b529
872	eb94aa	b52a	0000b52a
873	eb94ab	b52b	0000b52b
874	eb94ae	b52e	0000b52e
875	eb94b0	b530	0000b530
876	eb94b1	b531	0000b531
877	eb94b2	b532	0000b532
878	eb94b4	b534	0000b534
879	eb94b7	b537	0000b537
880	eb94b8	b538	0000b538
881	eb9580	b540	0000b540
882	eb9581	b541	0000b541
883	eb9583	b543	0000b543
884	eb9584	b544	0000b544
885	eb9585	b545	0000b545
886	eb958b	b54b	0000b54b
887	eb958c	b54c	0000b54c
888	eb958d	b54d	0000b54d
889	eb9590	b550	0000b550
890	eb9594	b554	0000b554
891	eb959c	b55c	0000b55c
892	eb959d	b55d	0000b55d
893	eb959f	b55f	0000b55f
894	eb95a0	b560	0000b560
895	eb95a1	b561	0000b561
896	eb9684	b584	0000b584
897	eb9688	b588	0000b588
898	eb9694	b594	0000b594
899	eb9699	b599	0000b599
900	eb96a0	b5a0	0000b5a0
901	eb96a1	b5a1	0000b5a1
902	eb96a4	b5a4	0000b5a4
903	eb96a8	b5a8	0000b5a8
904	eb96aa	b5aa	0000b5aa
905	eb96ab	b5ab	0000b5ab
906	eb96b0	b5b0	0000b5b0
907	eb96b1	b5b1	0000b5b1
908	eb96b3	b5b3	0000b5b3
909	eb96b4	b5b4	0000b5b4
910	eb96b5	b5b5	0000b5b5
911	eb96bb	b5bb	0000b5bb
912	eb96bc	b5bc	0000b5bc
913	eb96bd	b5bd	0000b5bd
914	eb9780	b5c0	0000b5c0
915	eb9784	b5c4	0000b5c4
916	eb978c	b5cc	0000b5cc
917	eb978d	b5cd	0000b5cd
918	eb978f	b5cf	0000b5cf
919	eb9790	b5d0	0000b5d0
920	eb9791	b5d1	0000b5d1
921	eb9798	b5d8	0000b5d8
922	eb97ac	b5ec	0000b5ec
923	eb9890	b610	0000b610
924	eb9891	b611	0000b611
925	eb9894	b614	0000b614
926	eb9898	b618	0000b618
927	eb98a0	b620	0000b620
928	eb98a1	b621	0000b621
929	eb98a3	b623	0000b623
930	eb98a5	b625	0000b625
931	eb98ac	b62c	0000b62c
932	eb98ad	b62d	0000b62d
933	eb98b0	b630	0000b630
934	eb98b4	b634	0000b634
935	eb9987	b647	0000b647
936	eb9988	b648	0000b648
937	eb999c	b65c	0000b65c
938	eb99a4	b664	0000b664
939	eb99a8	b668	0000b668
940	eb9a9c	b69c	0000b69c
941	eb9a9d	b69d	0000b69d
942	eb9aa0	b6a0	0000b6a0
943	eb9aa4	b6a4	0000b6a4
944	eb9aa7	b6a7	0000b6a7
945	eb9aab	b6ab	0000b6ab
946	eb9aac	b6ac	0000b6ac
947	eb9aaf	b6af	0000b6af
948	eb9ab1	b6b1	0000b6b1
949	eb9ab8	b6b8	0000b6b8
950	eb9b94	b6d4	0000b6d4
951	eb9bb0	b6f0	0000b6f0
952	eb9bb4	b6f4	0000b6f4
953	eb9bb8	b6f8	0000b6f8
954	eb9c80	b700	0000b700
955	eb9c81	b701	0000b701
956	eb9c84	b704	0000b704
957	eb9c85	b705	0000b705
958	eb9c8c	b70c	0000b70c
959	eb9ca8	b728	0000b728
960	eb9ca9	b729	0000b729
961	eb9cac	b72c	0000b72c
962	eb9caf	b72f	0000b72f
963	eb9cb0	b730	0000b730
964	eb9cb3	b733	0000b733
965	eb9cb8	b738	0000b738
966	eb9cb9	b739	0000b739
967	eb9cbb	b73b	0000b73b
968	eb9cbd	b73d	0000b73d
969	eb9cbe	b73e	0000b73e
970	eb9d83	b743	0000b743
971	eb9d84	b744	0000b744
972	eb9d88	b748	0000b748
973	eb9d8c	b74c	0000b74c
974	eb9d94	b754	0000b754
975	eb9d95	b755	0000b755
976	eb9da0	b760	0000b760
977	eb9da1	b761	0000b761
978	eb9da4	b764	0000b764
979	eb9da8	b768	0000b768
980	eb9db0	b770	0000b770
981	eb9db1	b771	0000b771
982	eb9db3	b773	0000b773
983	eb9db5	b775	0000b775
984	eb9dbc	b77c	0000b77c
985	eb9dbd	b77d	0000b77d
986	eb9e80	b780	0000b780
987	eb9e83	b783	0000b783
988	eb9e84	b784	0000b784
989	eb9e8c	b78c	0000b78c
990	eb9e8d	b78d	0000b78d
991	eb9e8f	b78f	0000b78f
992	eb9e90	b790	0000b790
993	eb9e91	b791	0000b791
994	eb9e92	b792	0000b792
995	eb9e96	b796	0000b796
996	eb9e97	b797	0000b797
997	eb9e98	b798	0000b798
998	eb9e99	b799	0000b799
999	eb9e9c	b79c	0000b79c
1000	eb9e9f	b79f	0000b79f
1001	eb9ea0	b7a0	0000b7a0
1002	eb9ea8	b7a8	0000b7a8
1003	eb9ea9	b7a9	0000b7a9
1004	eb9eab	b7ab	0000b7ab
1005	eb9eac	b7ac	0000b7ac
1006	eb9ead	b7ad	0000b7ad
1007	eb9eb0	b7b0	0000b7b0
1008	eb9eb2	b7b2	0000b7b2
1009	eb9eb4	b7b4	0000b7b4
1010	eb9eb5	b7b5	0000b7b5
1011	eb9eb8	b7b8	0000b7b8
1012	eb9f85	b7c5	0000b7c5
1013	eb9f87	b7c7	0000b7c7
1014	eb9f89	b7c9	0000b7c9
1015	eb9f90	b7d0	0000b7d0
1016	eb9f94	b7d4	0000b7d4
1017	eb9fac	b7ec	0000b7ec
1018	eb9fad	b7ed	0000b7ed
1019	eb9fb0	b7f0	0000b7f0
1020	eb9fb2	b7f2	0000b7f2
1021	eb9fb3	b7f3	0000b7f3
1022	eb9fb4	b7f4	0000b7f4
1023	eb9fbc	b7fc	0000b7fc
1024	eb9fbd	b7fd	0000b7fd
1025	eb9fbf	b7ff	0000b7ff
1026	eba080	b800	0000b800
1027	eba081	b801	0000b801
1028	eba087	b807	0000b807
1029	eba088	b808	0000b808
1030	eba089	b809	0000b809
1031	eba08c	b80c	0000b80c
1032	eba090	b810	0000b810
1033	eba098	b818	0000b818
1034	eba099	b819	0000b819
1035	eba09b	b81b	0000b81b
1036	eba09c	b81c	0000b81c
1037	eba09d	b81d	0000b81d
1038	eba0a4	b824	0000b824
1039	eba0a5	b825	0000b825
1040	eba0a8	b828	0000b828
1041	eba0ab	b82b	0000b82b
1042	eba0ac	b82c	0000b82c
1043	eba0b4	b834	0000b834
1044	eba0b5	b835	0000b835
1045	eba0b7	b837	0000b837
1046	eba0b8	b838	0000b838
1047	eba0b9	b839	0000b839
1048	eba180	b840	0000b840
1049	eba184	b844	0000b844
1050	eba191	b851	0000b851
1051	eba193	b853	0000b853
1052	eba19c	b85c	0000b85c
1053	eba19d	b85d	0000b85d
1054	eba1a0	b860	0000b860
1055	eba1a3	b863	0000b863
1056	eba1a4	b864	0000b864
1057	eba1ac	b86c	0000b86c
1058	eba1ad	b86d	0000b86d
1059	eba1af	b86f	0000b86f
1060	eba1b1	b871	0000b871
1061	eba1b8	b878	0000b878
1062	eba1b9	b879	0000b879
1063	eba1bc	b87c	0000b87c
1064	eba28d	b88d	0000b88d
1065	eba294	b894	0000b894
1066	eba2a8	b8a8	0000b8a8
1067	eba2b0	b8b0	0000b8b0
1068	eba2b4	b8b4	0000b8b4
1069	eba2b8	b8b8	0000b8b8
1070	eba380	b8c0	0000b8c0
1071	eba381	b8c1	0000b8c1
1072	eba383	b8c3	0000b8c3
1073	eba385	b8c5	0000b8c5
1074	eba38c	b8cc	0000b8cc
1075	eba390	b8d0	0000b8d0
1076	eba394	b8d4	0000b8d4
1077	eba39d	b8dd	0000b8dd
1078	eba39f	b8df	0000b8df
1079	eba3a1	b8e1	0000b8e1
1080	eba3a8	b8e8	0000b8e8
1081	eba3a9	b8e9	0000b8e9
1082	eba3ac	b8ec	0000b8ec
1083	eba3b0	b8f0	0000b8f0
1084	eba3b8	b8f8	0000b8f8
1085	eba3b9	b8f9	0000b8f9
1086	eba3bb	b8fb	0000b8fb
1087	eba3bd	b8fd	0000b8fd
1088	eba484	b904	0000b904
1089	eba488	b908	0000b908
1090	eba498	b918	0000b918
1091	eba4a0	b920	0000b920
1092	eba4a4	b924	0000b924
1093	eba4bc	b93c	0000b93c
1094	eba4bd	b93d	0000b93d
1095	eba580	b940	0000b940
1096	eba584	b944	0000b944
1097	eba58c	b94c	0000b94c
1098	eba58f	b94f	0000b94f
1099	eba591	b951	0000b951
1100	eba598	b958	0000b958
1101	eba599	b959	0000b959
1102	eba59c	b95c	0000b95c
1103	eba5a0	b960	0000b960
1104	eba5a8	b968	0000b968
1105	eba5a9	b969	0000b969
1106	eba5ab	b96b	0000b96b
1107	eba5ad	b96d	0000b96d
1108	eba5b4	b974	0000b974
1109	eba5b5	b975	0000b975
1110	eba5b8	b978	0000b978
1111	eba5bc	b97c	0000b97c
1112	eba684	b984	0000b984
1113	eba685	b985	0000b985
1114	eba687	b987	0000b987
1115	eba689	b989	0000b989
1116	eba68a	b98a	0000b98a
1117	eba68d	b98d	0000b98d
1118	eba68e	b98e	0000b98e
1119	eba68f	b98f	0000b98f
1120	eba690	b990	0000b990
1121	eba694	b994	0000b994
1122	eba6ac	b9ac	0000b9ac
1123	eba6ad	b9ad	0000b9ad
1124	eba6b0	b9b0	0000b9b0
1125	eba6b4	b9b4	0000b9b4
1126	eba6bc	b9bc	0000b9bc
1127	eba6bd	b9bd	0000b9bd
1128	eba6bf	b9bf	0000b9bf
1129	eba780	b9c0	0000b9c0
1130	eba781	b9c1	0000b9c1
1131	eba786	b9c6	0000b9c6
1132	eba788	b9c8	0000b9c8
1133	eba789	b9c9	0000b9c9
1134	eba78c	b9cc	0000b9cc
1135	eba78e	b9ce	0000b9ce
1136	eba78f	b9cf	0000b9cf
1137	eba790	b9d0	0000b9d0
1138	eba791	b9d1	0000b9d1
1139	eba792	b9d2	0000b9d2
1140	eba794	b9d4	0000b9d4
1141	eba798	b9d8	0000b9d8
1142	eba799	b9d9	0000b9d9
1143	eba79b	b9db	0000b9db
1144	eba79c	b9dc	0000b9dc
1145	eba79d	b9dd	0000b9dd
1146	eba79e	b9de	0000b9de
1147	eba79f	b9df	0000b9df
1148	eba7a1	b9e1	0000b9e1
1149	eba7a2	b9e2	0000b9e2
1150	eba7a3	b9e3	0000b9e3
1151	eba7a4	b9e4	0000b9e4
1152	eba7a5	b9e5	0000b9e5
1153	eba7a8	b9e8	0000b9e8
1154	eba7ab	b9eb	0000b9eb
1155	eba7ac	b9ec	0000b9ec
1156	eba7b4	b9f4	0000b9f4
1157	eba7b5	b9f5	0000b9f5
1158	eba7b7	b9f7	0000b9f7
1159	eba7b8	b9f8	0000b9f8
1160	eba7b9	b9f9	0000b9f9
1161	eba7ba	b9fa	0000b9fa
1162	eba7bb	b9fb	0000b9fb
1163	eba7bd	b9fd	0000b9fd
1164	eba880	ba00	0000ba00
1165	eba881	ba01	0000ba01
1166	eba884	ba04	0000ba04
1167	eba888	ba08	0000ba08
1168	eba890	ba10	0000ba10
1169	eba895	ba15	0000ba15
1170	eba8b8	ba38	0000ba38
1171	eba8b9	ba39	0000ba39
1172	eba8bc	ba3c	0000ba3c
1173	eba980	ba40	0000ba40
1174	eba982	ba42	0000ba42
1175	eba988	ba48	0000ba48
1176	eba989	ba49	0000ba49
1177	eba98b	ba4b	0000ba4b
1178	eba98c	ba4c	0000ba4c
1179	eba98d	ba4d	0000ba4d
1180	eba98e	ba4e	0000ba4e
1181	eba993	ba53	0000ba53
1182	eba994	ba54	0000ba54
1183	eba995	ba55	0000ba55
1184	eba998	ba58	0000ba58
1185	eba99b	ba5b	0000ba5b
1186	eba99c	ba5c	0000ba5c
1187	eba9a4	ba64	0000ba64
1188	eba9a5	ba65	0000ba65
1189	eba9a7	ba67	0000ba67
1190	eba9a8	ba68	0000ba68
1191	eba9a9	ba69	0000ba69
1192	eba9ab	ba6b	0000ba6b
1193	eba9b0	ba70	0000ba70
1194	eba9b1	ba71	0000ba71
1195	eba9b4	ba74	0000ba74
1196	eba9b7	ba77	0000ba77
1197	eba9b8	ba78	0000ba78
1198	ebaa83	ba83	0000ba83
1199	ebaa84	ba84	0000ba84
1200	ebaa85	ba85	0000ba85
1201	ebaa87	ba87	0000ba87
1202	ebaa8c	ba8c	0000ba8c
1203	ebaa90	ba90	0000ba90
1204	ebaaa8	baa8	0000baa8
1205	ebaaa9	baa9	0000baa9
1206	ebaaab	baab	0000baab
1207	ebaaac	baac	0000baac
1208	ebaaaf	baaf	0000baaf
1209	ebaab0	bab0	0000bab0
1210	ebaab1	bab1	0000bab1
1211	ebaab2	bab2	0000bab2
1212	ebaab8	bab8	0000bab8
1213	ebaab9	bab9	0000bab9
1214	ebaabb	babb	0000babb
1215	ebaabd	babd	0000babd
1216	ebab84	bac4	0000bac4
1217	ebab88	bac8	0000bac8
1218	ebab98	bad8	0000bad8
1219	ebab99	bad9	0000bad9
1220	ebaba0	bae0	0000bae0
1221	ebabb4	baf4	0000baf4
1222	ebabbc	bafc	0000bafc
1223	ebac80	bb00	0000bb00
1224	ebac84	bb04	0000bb04
1225	ebac8c	bb0c	0000bb0c
1226	ebac8d	bb0d	0000bb0d
1227	ebac8f	bb0f	0000bb0f
1228	ebac91	bb11	0000bb11
1229	ebac98	bb18	0000bb18
1230	ebac9c	bb1c	0000bb1c
1231	ebaca0	bb20	0000bb20
1232	ebaca9	bb29	0000bb29
1233	ebacab	bb2b	0000bb2b
1234	ebacb4	bb34	0000bb34
1235	ebacb5	bb35	0000bb35
1236	ebacb6	bb36	0000bb36
1237	ebacb8	bb38	0000bb38
1238	ebacbb	bb3b	0000bb3b
1239	ebacbc	bb3c	0000bb3c
1240	ebacbd	bb3d	0000bb3d
1241	ebacbe	bb3e	0000bb3e
1242	ebad84	bb44	0000bb44
1243	ebad85	bb45	0000bb45
1244	ebad87	bb47	0000bb47
1245	ebad89	bb49	0000bb49
1246	ebad8d	bb4d	0000bb4d
1247	ebad8f	bb4f	0000bb4f
1248	ebad90	bb50	0000bb50
1249	ebad94	bb54	0000bb54
1250	ebad98	bb58	0000bb58
1251	ebada1	bb61	0000bb61
1252	ebada3	bb63	0000bb63
1253	ebada4	bb64	0000bb64
1254	ebada5	bb65	0000bb65
1255	ebadac	bb6c	0000bb6c
1256	ebae88	bb88	0000bb88
1257	ebae8a	bb8a	0000bb8a
1258	ebae8c	bb8c	0000bb8c
1259	ebae90	bb90	0000bb90
1260	ebae99	bb99	0000bb99
1261	ebae9b	bb9b	0000bb9b
1262	ebaea4	bba4	0000bba4
1263	ebaea8	bba8	0000bba8
1264	ebaeac	bbac	0000bbac
1265	ebaeb4	bbb4	0000bbb4
1266	ebaeb7	bbb7	0000bbb7
1267	ebaeb9	bbb9	0000bbb9
1268	ebaf80	bbc0	0000bbc0
1269	ebaf81	bbc1	0000bbc1
1270	ebaf84	bbc4	0000bbc4
1271	ebaf88	bbc8	0000bbc8
1272	ebaf90	bbd0	0000bbd0
1273	ebaf91	bbd1	0000bbd1
1274	ebaf93	bbd3	0000bbd3
1275	ebaf95	bbd5	0000bbd5
1276	ebaf9c	bbdc	0000bbdc
1277	ebafa0	bbe0	0000bbe0
1278	ebafad	bbed	0000bbed
1279	ebafb1	bbf1	0000bbf1
1280	ebafb8	bbf8	0000bbf8
1281	ebafb9	bbf9	0000bbf9
1282	ebafbc	bbfc	0000bbfc
1283	ebafbf	bbff	0000bbff
1284	ebb080	bc00	0000bc00
1285	ebb082	bc02	0000bc02
1286	ebb088	bc08	0000bc08
1287	ebb089	bc09	0000bc09
1288	ebb08b	bc0b	0000bc0b
1289	ebb08c	bc0c	0000bc0c
1290	ebb08d	bc0d	0000bc0d
1291	ebb08f	bc0f	0000bc0f
1292	ebb091	bc11	0000bc11
1293	ebb094	bc14	0000bc14
1294	ebb095	bc15	0000bc15
1295	ebb096	bc16	0000bc16
1296	ebb097	bc17	0000bc17
1297	ebb098	bc18	0000bc18
1298	ebb09b	bc1b	0000bc1b
1299	ebb09c	bc1c	0000bc1c
1300	ebb09d	bc1d	0000bc1d
1301	ebb09e	bc1e	0000bc1e
1302	ebb09f	bc1f	0000bc1f
1303	ebb0a3	bc23	0000bc23
1304	ebb0a4	bc24	0000bc24
1305	ebb0a5	bc25	0000bc25
1306	ebb0a7	bc27	0000bc27
1307	ebb0a8	bc28	0000bc28
1308	ebb0a9	bc29	0000bc29
1309	ebb0ab	bc2b	0000bc2b
1310	ebb0ad	bc2d	0000bc2d
1311	ebb0b0	bc30	0000bc30
1312	ebb0b1	bc31	0000bc31
1313	ebb0b2	bc32	0000bc32
1314	ebb0b4	bc34	0000bc34
1315	ebb0b7	bc37	0000bc37
1316	ebb0b8	bc38	0000bc38
1317	ebb180	bc40	0000bc40
1318	ebb181	bc41	0000bc41
1319	ebb183	bc43	0000bc43
1320	ebb184	bc44	0000bc44
1321	ebb185	bc45	0000bc45
1322	ebb189	bc49	0000bc49
1323	ebb18c	bc4c	0000bc4c
1324	ebb18d	bc4d	0000bc4d
1325	ebb190	bc50	0000bc50
1326	ebb19c	bc5c	0000bc5c
1327	ebb19d	bc5d	0000bc5d
1328	ebb19f	bc5f	0000bc5f
1329	ebb1a1	bc61	0000bc61
1330	ebb284	bc84	0000bc84
1331	ebb285	bc85	0000bc85
1332	ebb288	bc88	0000bc88
1333	ebb28b	bc8b	0000bc8b
1334	ebb28c	bc8c	0000bc8c
1335	ebb28e	bc8e	0000bc8e
1336	ebb294	bc94	0000bc94
1337	ebb295	bc95	0000bc95
1338	ebb297	bc97	0000bc97
1339	ebb298	bc98	0000bc98
1340	ebb299	bc99	0000bc99
1341	ebb29a	bc9a	0000bc9a
1342	ebb29d	bc9d	0000bc9d
1343	ebb29f	bc9f	0000bc9f
1344	ebb2a0	bca0	0000bca0
1345	ebb2a1	bca1	0000bca1
1346	ebb2a4	bca4	0000bca4
1347	ebb2a7	bca7	0000bca7
1348	ebb2a8	bca8	0000bca8
1349	ebb2b0	bcb0	0000bcb0
1350	ebb2b1	bcb1	0000bcb1
1351	ebb2b3	bcb3	0000bcb3
1352	ebb2b4	bcb4	0000bcb4
1353	ebb2b5	bcb5	0000bcb5
1354	ebb2bc	bcbc	0000bcbc
1355	ebb2bd	bcbd	0000bcbd
1356	ebb380	bcc0	0000bcc0
1357	ebb384	bcc4	0000bcc4
1358	ebb38c	bccc	0000bccc
1359	ebb38d	bccd	0000bccd
1360	ebb38f	bccf	0000bccf
1361	ebb390	bcd0	0000bcd0
1362	ebb391	bcd1	0000bcd1
1363	ebb393	bcd3	0000bcd3
1364	ebb395	bcd5	0000bcd5
1365	ebb398	bcd8	0000bcd8
1366	ebb39c	bcdc	0000bcdc
1367	ebb3b4	bcf4	0000bcf4
1368	ebb3b5	bcf5	0000bcf5
1369	ebb3b6	bcf6	0000bcf6
1370	ebb3b8	bcf8	0000bcf8
1371	ebb3bb	bcfb	0000bcfb
1372	ebb3bc	bcfc	0000bcfc
1373	ebb3bd	bcfd	0000bcfd
1374	ebb3be	bcfe	0000bcfe
1375	ebb3bf	bcff	0000bcff
1376	ebb484	bd04	0000bd04
1377	ebb485	bd05	0000bd05
1378	ebb487	bd07	0000bd07
1379	ebb489	bd09	0000bd09
1380	ebb490	bd10	0000bd10
1381	ebb494	bd14	0000bd14
1382	ebb4a3	bd23	0000bd23
1383	ebb4a4	bd24	0000bd24
1384	ebb4a5	bd25	0000bd25
1385	ebb4ac	bd2c	0000bd2c
1386	ebb580	bd40	0000bd40
1387	ebb588	bd48	0000bd48
1388	ebb589	bd49	0000bd49
1389	ebb58c	bd4c	0000bd4c
1390	ebb590	bd50	0000bd50
1391	ebb598	bd58	0000bd58
1392	ebb599	bd59	0000bd59
1393	ebb59c	bd5c	0000bd5c
1394	ebb5a4	bd64	0000bd64
1395	ebb5a8	bd68	0000bd68
1396	ebb5b4	bd74	0000bd74
1397	ebb680	bd80	0000bd80
1398	ebb681	bd81	0000bd81
1399	ebb684	bd84	0000bd84
1400	ebb687	bd87	0000bd87
1401	ebb688	bd88	0000bd88
1402	ebb689	bd89	0000bd89
1403	ebb68a	bd8a	0000bd8a
1404	ebb690	bd90	0000bd90
1405	ebb691	bd91	0000bd91
1406	ebb693	bd93	0000bd93
1407	ebb694	bd94	0000bd94
1408	ebb695	bd95	0000bd95
1409	ebb699	bd99	0000bd99
